adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/oL3l0o9tEiJpVBerOp7wjkvVSHb.jpg,"[99, 10402, 10770]",329345,en,Boy George and Culture Club: Karma to Calamity,"In 2014 Culture Club decided to come back together to record a new album and embark on a UK and US tour. Director Mike Nicholls has unique access, following the band as they first meet in George's London home to write new material. However, it's not long before creative differences and tensions from their past begin to emerge. Faultlines develop further when the band travel to Spain to record the new album, spending two weeks working and living together in a remote recording studio.As the band return to London to prepare for the tour, they suffer a Twitter mauling after their first big public performance on Strictly Come Dancing. Relations are even more strained when George and the band sign to separate managers and a sudden illness threatens the whole reunion.The film looks at the band's troubled past, examining the themes of success, fame and ego, and reveals the personalities behind one of the most iconic bands of all time.",0.483,/i5sHXMizb2oWgUaUPHmLsvW8cmc.jpg,2015-03-06,Boy George and Culture Club: Karma to Calamity,False,5.0,1
False,/j5RnzcvJLOI4Im602vBlMRhkTcE.jpg,"[10770, 35, 10751]",342536,de,Mutter auf Streife,,0.365,/q9KoSdl1g4pYdOOXp7qOOvkSVwA.jpg,2015-05-29,Mutter auf Streife,False,4.0,2
False,,"[35, 10770, 80]",365721,de,Schwarzach 23 - Und die Hand des Todes,"As a junk dealer Anton is found dead, a case develops in which each of the Germingers is involved: the law-abiding Commissioner Franz Junior, his rebellious sister Anna, ex-policeman Franz Germinger senior and his wife Erika. Who could have wanted Anton? Commissioner Franz Germinger Junior first taps in the dark. His sister Anna is sometimes ahead of him in some situations, which may be because she likes to exceed her competencies. Even more annoying the junior but his father Franz Germinger senior, who can not refrain from finding.",0.335,/i7DCD3tXxusXIbVBnlgfb3JaEGk.jpg,2015-10-24,Schwarzach 23 - Und die Hand des Todes,False,7.0,1
False,/kJ9W5XX5tR0VvDVs0zJtPpkfLjB.jpg,"[36, 80, 10752, 10770]",1354450,fr,"Hitler, les secrets de l’ascension d’un monstre",,0.472,/kCZHJQsDxHu5FVg8olqRqpLy8OM.jpg,2015-04-22,"Hitler, les secrets de l’ascension d’un monstre",False,0.0,0
False,,"[99, 10770]",791833,lv,Jānis. Elza. Mīlas grāmata,,0.472,/ftcLfEzxhNKGmDKCVvw9sLGRhiQ.jpg,2015-09-11,Jānis. Elza. Mīlas grāmata,False,0.0,0
False,/3BbbF7mMXbDK1DH9jerr29cjFXq.jpg,"[99, 10770]",1115415,en,Dark Side of Crocs,"Nile crocodiles, one of the most impressive creatures in the world, live in groups in African rivers. Water comes and goes in the wilds of Africa and while all animals need access to water, few can call the river home.",0.469,/cqd3ss1m5yldarGxPp5weRdicLK.jpg,2015-01-01,Dark Side of Crocs,False,6.0,1
False,,"[18, 53, 10770]",1365357,en,Breed,A homicide detective enlists the help of an assassin in tracking a volatile race of supernatural creatures committing brutal murders in the Pacific Northwest.,0.304,,2015-01-01,Breed,False,0.0,0
False,/hxH9056TQ9Fs1WTlMYJtTokv077.jpg,"[99, 10770]",749745,ru,Владыки без масок. Кровь и доллары,,0.198,/zke5WpZmnkoGy2iU16rhtJHLGzz.jpg,1970-05-03,Владыки без масок. Кровь и доллары,False,8.0,1
False,/oppeFVEAK2uQCP4cDztraXbYn71.jpg,"[99, 10770]",749773,ru,Владыки без масок. Таинственный миллиардер - 2,,0.461,/qw49Yaq7DR34ySNxq6uwl7dym0q.jpg,1970-06-07,Владыки без масок. Таинственный миллиардер - 2,False,8.0,1
False,/ppr39kTl9aMCx48pTKYIP6W1LF2.jpg,"[10770, 10751, 35]",377188,de,600 PS für zwei,"Five years ago, the highly paid marketing chief Hartmut Sprenger was fired from his job by the new personnel manager Lorenz Hoffmann - without a word of notice, anonymously, without a personal conversation. But today - Hartmut is a casual jobber and embittered, Lorenz in the middle of the mid-life crisis and just before the burnout - fate brings the two men together and sends them on a turbulent ride through Germany.",0.459,/ttJRT9fNc5obKxyuRO7Sfala5JW.jpg,2015-10-22,600 PS für zwei,False,5.0,1
False,,"[99, 10770]",415688,en,"Raiders, Raptors and Rebels: Behind the Magic of ILM","Visual effects company Industrial Light & Magic motivates a generation of filmmakers and scientists; founder George Lucas and others tell about the hoverboards, Terminators and dinosaurs that are no longer the stuff of sci-fi.",0.303,/pKrfLVsz490QHyGI7gY04Auo3AV.jpg,2015-07-19,"Raiders, Raptors and Rebels: Behind the Magic of ILM",False,0.0,0
False,/cJZSjoJU1wnpRFbRSc8G95hCIPa.jpg,"[99, 10770]",862355,en,Cobra Mafia,The impressive firepower and fearsome reputation of the cobra family that rules the wilds of Africa and Asia.,0.194,/zjmYQIRa57D1qlc2OjnWxBXmuov.jpg,2015-05-14,Cobra Mafia,False,8.0,2
False,,"[99, 10770]",946821,en,iCrocodile,A high-tech autopsy on a Nile crocodile unlocks secrets behind its hunting prowess.,0.301,/z4BZX9AkVzJaGjUW7lfkqw8giqD.jpg,2015-06-01,iCrocodile,False,0.0,0
False,,"[10749, 18, 10770]",1227032,id,Biduan Dangdut Bau Kambing,,0.302,/e1RhDoFVXBrc0RGnmyGVSCuacBK.jpg,2015-12-28,Biduan Dangdut Bau Kambing,False,0.0,0
False,/xBP09esKff62kYUjplYaqHi93L8.jpg,"[99, 10770]",749735,ru,Владыки без масок. Игрок на Олимпе,,0.433,/gzu8gGdasWMCnDBwLBvTq3PhqRK.jpg,1970-03-01,Владыки без масок. Игрок на Олимпе,False,8.0,1
False,,"[99, 10770]",364732,en,Sir Alex Ferguson: Secrets of Success,A look at Sir Alex Ferguson's guide to succeed at leading after his 26 year career as Manchester United's manager.,0.185,/jCOaU1AuBzRlJF9iY2YnE3RQdIV.jpg,2015-10-11,Sir Alex Ferguson: Secrets of Success,False,8.0,3
False,,"[99, 10770]",340241,en,Surviving Sandy Hook,"Investigative documentary following three families involved in the Sandy Hook shooting, as they try to make sense of the tragedy and find a way to move on and rebuild their lives.",0.431,/kG7iBgofljmMaptDkQiF6lB9d0S.jpg,2015-04-01,Surviving Sandy Hook,False,0.0,0
False,,"[35, 10770]",287042,de,Geisterkomödie,,0.297,/hjBHmYxoz2WDoU5r0sgJnhNnZAb.jpg,1965-02-27,Geisterkomödie,False,0.0,0
False,,"[35, 10751, 10770]",1405098,fr,Le Family Show,,0.181,,2015-12-19,Le Family Show,False,0.0,0
False,,"[18, 10770]",371932,de,Nacht der Angst,The experienced and freelance midwife Emma is in court: Has she over-estimated her abilities and thus jeopardized the health and life of a child?,0.3,/1WXpnq567X0y6P8wt6m0vc5Ecse.jpg,2015-11-30,Nacht der Angst,False,0.0,0
False,,[10770],485011,fr,Les Belles-sœurs,,0.179,/p5Wm6APhVyJcAEbgFFcwVsHolsF.jpg,2015-01-03,Les Belles-sœurs,False,0.0,0
False,,"[35, 10770]",673910,en,Hoges - One Night Only,"After sell out shows in 2013 and a 25 city regional tour of the nation Hoges returns with a dazzling combination of stand-up, stories and unseen clips. Paul Hogan live on stage doing what Hoges does best - Entertain!",0.299,/1iFVBD3Z9aweLwvY4du3Dz8zfNY.jpg,2015-10-09,Hoges - One Night Only,False,0.0,0
False,/aw2rj0TZ5jneT4DQGNbPikHA9Uy.jpg,"[10770, 18, 10749, 10751]",1144374,zh,我和X先生：只为遇见你,,0.178,/2CPkntZw8c07H4nHH7W8Du215Ag.jpg,2015-11-04,我和X先生：只为遇见你,False,0.0,0
False,/1ZJMQcbeLkf8DnmFDFU8uklRFtm.jpg,"[99, 10770]",1129465,en,American Dreamlands,"The Christmases find beautiful pieces of untamed wilderness and transform them into incredible homesteads. After each renovation, they sell the land to families and help them reconnect with the great outdoors.",0.416,/amWdiHrpieAAetf7Nxo1wkhwCgI.jpg,2015-02-13,American Dreamlands,False,0.0,0
False,,"[99, 10770]",383804,en,The Road to Victory,"Go behind the scenes with the Hyundai A-League​ Premiers and Champions when the special documentary The Road to Victory premieres on Fox Sports 505 at 7.30pm AEDT on Tuesday, October 27.  The Hyundai A-League 2014/15 season yielded Melbourne Victory its third Premiership-Championship double since the club's inception in 2005.  The Road to Victory takes you inside the club as key personnel reflect on how Victory achieved the ultimate success in its 10th anniversary season.  Exclusive interviews with chairman Anthony Di Pietro, head coach Kevin Muscat, former captain Mark Milligan, club stalwart Leigh Broxham and 2014/15 signings Besart Berisha, Fahid Ben Khalfallah and Matthieu Delpierre tell the story from the inner sanctum.",0.329,,2015-10-27,The Road to Victory,False,7.0,1
False,/dYgjC6mdC688XibvwXyYDeUDUXh.jpg,"[99, 36, 10770]",728622,fr,"Pétra, capitale du désert","At the dawn of the Christian era, Petra, capital of the rich kingdom of the Nabataeans, bordering the deserts of Arabia, Syria and the Negev, was absorbed by the Roman Empire and, after being sacked by the Bedouins, disappeared from the memory of mankind; but its secrets are gradually being revealed thanks to an enormous excavation work.",0.297,/gEnDjwHDvRLXVQpEtdZBOmSBrgV.jpg,2014-01-01,"Petra, the Capital of the Desert",False,0.0,0
False,,"[10770, 18]",520350,de,Alwin auf der Landstraße,"Ironically, at the beginning of the summer holidays, Alwins strict father has grounded him to get him to improve his spelling. Alwin feels like a prisoner and decides to run away heading to his grandparents in the Harz mountains nearly 200 kilometers away. On the road Alwin meets many people and with their help Alwin slowly progresses towards his destination.",0.294,/yvWcMXJSoDTOJrIqSMlF1FI6kYv.jpg,1974-09-28,Alwin auf der Landstraße,False,0.0,0
False,,"[99, 10770]",797767,en,This Is Tottenham,A look into issues facing ordinary residents and their government representatives living in one of Britain's most vibrant and challenging constituencies.,0.299,,2015-12-09,This Is Tottenham,False,0.0,0
False,,"[10770, 35, 10749]",321045,de,Drunter & Brüder,,0.375,/jcxwA3HMcqWSu5h7cO11run4O6e.jpg,2015-01-23,Drunter & Brüder,False,3.5,4
False,,"[99, 10770]",921093,en,Super Powered Owls,"With their charismatic faces and extraordinary head-turning ability, owls are one of our best-loved birds. And yet it's rare to catch more than a glimpse of one in the wild. These mysterious birds haunt our night, floating through the darkness with an eerie silence. But how do they see in the dark? And how do they fly so silently? Through the eyes of two special barn owl chicks and with the help of world leading scientists, Natural World reveals the magic behind owls' superpowers.",0.372,/fMdO7fzzY4sNoSf3xknYf2iwanI.jpg,2015-03-03,Super Powered Owls,False,0.0,0
False,,"[99, 10770]",370499,en,ISIS: The British Women Supporters Unveiled,An undercover Channel 4 investigation about the British Muslim women who support the ideology of ISIS.,0.325,/yudxu7sX4UQ5iVp1Re51p35Q1r7.jpg,2015-11-23,ISIS: The British Women Supporters Unveiled,False,1.0,1
False,,"[99, 10770]",390548,en,Secrets of the Hive,"Honeybees are in crisis – but there is hope. Biologists are studying the estimated 20.000 bee species in the world to look for viable pollinators of our crops. In their quest they discover the marvellous world of bees: bees that live in flowers, invade other hives, produce perfumes – and pollinate our crops without us even realizing.",0.156,/jrj7ixmJ6YFYPDwgfOmIsqjGvg9.jpg,2015-04-01,Secrets of the Hive,False,8.5,2
False,,"[18, 10770]",373488,de,Das Romeo-Prinzip,"Tom does not have it easy. At the student theater, his friend Jan and his beloved Annelie play the leading roles; the inconspicuous Tom, on the other hand, makes the prop. When he realizes that he must finally take his life, and especially love, into his own hands, he turns to his janitor, Mr Müller. What Tom does not know: Müller was once a psychologist of the Stasi! In the so-called ""Romeo"" program, he prepared male agents to address women in Germany and make them available as a source.",0.358,/jqgYI40edjxzXiIQPyof1Vu6a18.jpg,2015-11-12,Das Romeo-Prinzip,False,5.0,1
False,/yqb7v3Ze4XSZt4e3QGdOmf8KyjI.jpg,"[10770, 18]",493835,hu,Janus,,0.351,/1TDeyOfRLEUpr91u6eG8E4vG1Vj.jpg,2015-11-09,Janus,False,4.0,2
False,,"[10770, 18]",332987,de,Unverschämtes Glück,,0.321,/zfV72mjv8TiyQ6CN2l1K09028xN.jpg,2015-03-25,Unverschämtes Glück,False,5.0,1
False,/40pNJ1m2XQV24RYG9a5AWL5JVii.jpg,"[10770, 35]",1147369,pt,"Luz, Câmera, 50 Anos: Dona Flor e Seus Dois Maridos - O Filme",,0.311,/dhkgHfqoAFKaKURw5Ar73m4daDV.jpg,2015-05-14,"Luz, Câmera, 50 Anos: Dona Flor e Seus Dois Maridos - O Filme",False,0.0,0
False,,"[10770, 18]",1071514,mk,Бела ноќ,"2  August 1903, on a night of the revolution, Manoil, the only son of a bourgeois family decides to go to the battle. His father and his wife want to stop him!",0.112,/8q2mFaw3yOqpi97T4hEgmadrGSu.jpg,2015-08-02,White Night,False,0.0,0
False,,[10770],829916,zh,事事達人,,0.107,/vJBASXCkapp4AUa4ZuaEacRv9jd.jpg,2015-05-10,事事達人,False,0.0,0
False,,"[99, 10770, 10402]",1121998,fr,Les grandes répétitions: Momente,"Filmed during rehearsals for the premiere of Stockhausen's monumental work Momente. The revealing rehearsal sequences are interspersed with Stockhausen speaking of his youth, work process and the genesis and meaning of Momente.",0.249,/pFduijoZrMhTStLSo2tLA5DCf0A.jpg,1966-05-25,The Great Rehearsals: Momente,False,0.0,0
False,/6NVFg1OjNE6mhQhu9l3PBBNWMRa.jpg,"[16, 12, 10770]",1110839,hi,Motu Patlu Kung Fu Kings Returns,"When Tim Tim, the grandson of Motu’s Kung Fu mentor, Himnaresh, is abducted by a mysterious creature, Motu Patlu are assigned the task of rescuing Tim Tim. Join Motu Patlu on their journey high up into the spooky valleys of the mysterious Snake Mountain, to fight an army raised by an evil scientist.",0.245,/iGXmAunPHeALqEVifcdUIPEYXC3.jpg,2015-06-14,Motu Patlu Kung Fu Kings Returns,False,0.0,0
False,/uvYST54f73Akx91pukdJCW5pyjF.jpg,"[99, 10770]",511695,en,Shark Dive,"Get as up close and personal with sharks as you could ever dream. As a two-time Emmy Award winning, wildlife cinematographer and on-air talent for Discovery Channel's Shark Week, Andy Brandy Casagrande is helping revolutionize the way the world sees the ocean's top predators.",0.245,/lE0z6wWX4Is4gDmJs9Gzw0PzVZ5.jpg,2015-01-01,Shark Dive,False,0.0,0
False,/6DkPPXxzLSqCl6olZhQ1NGCUrEb.jpg,"[99, 10770]",1018811,en,My Brother’s Keeper,The lives and families of boys and young men of color from across the country who participate in the My Brother’s Keeper program are profiled.,0.241,/kqsqeTjmeRAbfm0iesTW6W0vqMy.jpg,2015-06-20,My Brother’s Keeper,False,0.0,0
False,/bB07V1ZojWvD0kK9ffoNopo711F.jpg,"[99, 10770]",1071278,de,Die Korsaren - Angriff der Menschenhändler,"In the 18th century, the Barbary threat became serious. In July 1785, two American boats were returned to Algiers; In the winter of 1793, eleven American ships, their crews in chains, were in the hands of the dey of Algiers. To ensure the freedom of movement of its commercial fleet, the United States was obliged to conclude treaties with the main Barbary states, paying considerable sums of money as a guarantee of non-aggression. With Morocco, treaty of 1786, 30,000 dollars; Tripoli, November 4, 1796, $56,000; Tunis, August 1797, 107,000 dollars. But the most expensive and the most humiliating was with the dey of Algiers, on September 5, 1795, “treaty of peace and friendship” which cost nearly a million dollars (including 525,000 in ransom for freed American slaves). , with an obligation to pay 20,000 dollars upon the arrival of each new consul and 17,000 dollars in annual gifts to senior Algerian officials...",0.237,/2H6hI39WSAWnMOGXTUjJcNm86QF.jpg,2015-10-31,The Barbary Corsairs,False,7.7,3
False,,"[99, 10770]",820602,en,NOVA: Lethal Seas,Researchers seek solutions to contain the rising acidity levels that are threatening the world's oceans.,0.095,/6F01EPIGJXWykyPMOIwyjphDfp7.jpg,2015-05-13,NOVA: Lethal Seas,False,0.0,0
False,,"[10770, 99]",927881,en,Cougars Undercover,This documentary follows the lives and hardships of several cougars (mountain lions) which have been under study by the Teton Cougar Project since 2000.,0.178,,2015-11-22,Cougars Undercover,False,0.0,0
False,/A8s7yEsJxyQ7nsB9vWQil59nhz1.jpg,"[10770, 99, 10402]",367275,fi,Jare vs. Cheek,"TV-documentary follows Finland's most popular hip hop artist Cheek song-making and stadium gig planning. What kind of person is Jare Henrik Tiihonen, when the Cheek is taking a break?",0.168,/qfvzSJUAMT4gFDiykBIzpNMXTIO.jpg,2015-11-08,Jare vs. Cheek,False,5.0,1
False,/9VZvluRhYVkJPuwrYYPxo7LnP2t.jpg,"[99, 10770]",843760,fr,Spoliation nazie : Trois Chefs d'œuvre miraculés,,0.157,/eZZoRcQ6Sg4ihm5vAbkFEaxiJy0.jpg,2015-09-06,Spoliation nazie : Trois Chefs d'œuvre miraculés,False,8.0,1
